Signal_ID,Location,Track_ID,Position_KM,Initial_State,Red_Time_Sec,Yellow_Time_Sec,Green_Time_Sec,Controlled_Tracks,Signal_Type,Last_Maintenance
SG3239,JN0925-JN0910,TK1373,122.96,Yellow,66,6,209,"[""TK1373"", ""TK0793"", ""TK1159""]",Automatic,2025-01-08 17:37:32.514498
SG3240,JN0133-JN0050,TK0675,9.71,Yellow,156,13,122,"[""TK0675""]",Manual,2025-05-03 17:37:32.515236
SG3241,JN0240-JN0372,TK2302,0.64,Red,169,7,113,"[""TK2302""]",Automatic,2024-10-13 17:37:32.515969
SG3242,JN0171-JN0143,TK0378,37.57,Yellow,67,6,101,"[""TK0378"", ""TK1601""]",Manual,2025-07-10 17:37:32.517154
SG3243,JN0205-JN0930,TK2692,19.88,Yellow,63,7,119,"[""TK2692""]",Manual,2025-09-06 17:37:32.517904
SG3244,JN0654-JN0925,TK1707,12.2,Yellow,173,9,232,"[""TK1707"", ""TK1727""]",Automatic,2025-07-03 17:37:32.519045
SG3245,JN0131-JN0530,TK2994,86.96,Yellow,73,9,257,"[""TK2994""]",Automatic,2025-07-23 17:37:32.519781
SG3246,JN0644-JN0940,TK2025,9.92,Yellow,168,9,255,"[""TK2025""]",Manual,2025-08-14 17:37:32.520512
SG3247,JN0669-JN0823,TK2161,189.27,Red,128,6,271,"[""TK2161"", ""TK2644""]",Manual,2025-03-01 17:37:32.521647
SG3248,JN0225-JN0557,TK1726,30.14,Red,70,9,143,"[""TK1726""]",Semi-Automatic,2025-03-07 17:37:32.522398
SG3249,JN0697-JN0041,TK2866,209.03,Red,111,7,150,"[""TK2866"", ""TK1710""]",Automatic,2025-06-10 17:37:32.523541
SG3250,JN0743-JN0448,TK1313,178.79,Yellow,82,9,245,"[""TK1313"", ""TK0160"", ""TK2098""]",Automatic,2024-10-07 17:37:32.524694
SG3251,JN0085-JN0784,TK0200,253.04,Yellow,93,8,177,"[""TK0200""]",Manual,2025-07-22 17:37:32.525456
SG3252,JN0271-JN0422,TK1842,231.67,Yellow,81,10,230,"[""TK1842"", ""TK1172""]",Manual,2025-05-03 17:37:32.526603
SG3253,JN0828-JN0231,TK1766,42.48,Green,119,12,116,"[""TK1766"", ""TK0624""]",Automatic,2024-09-25 17:37:32.527759
SG3254,JN0397-JN0750,TK2349,83.85,Red,172,5,93,"[""TK2349""]",Automatic,2025-03-13 17:37:32.528502
SG3255,JN0794-JN0986,TK0300,107.24,Yellow,119,12,243,"[""TK0300""]",Manual,2025-02-17 17:37:32.529239
SG3256,JN0138-JN0568,TK1672,122.01,Yellow,152,9,193,"[""TK1672""]",Automatic,2025-05-17 17:37:32.529970
SG3257,JN0492-JN0869,TK0254,274.51,Green,119,6,105,"[""TK0254""]",Automatic,2025-08-29 17:37:32.530702
SG3258,JN0482-JN0354,TK1475,8.33,Red,84,5,177,"[""TK1475"", ""TK1156"", ""TK1550""]",Automatic,2025-06-24 17:37:32.531841
SG3259,JN0899-JN0371,TK0054,29.22,Green,75,6,190,"[""TK0054"", ""TK0760""]",Automatic,2025-07-02 17:37:32.533058
SG3260,JN0664-JN0265,TK2633,296.09,Yellow,96,11,229,"[""TK2633""]",Manual,2025-02-16 17:37:32.533843
SG3261,JN0271-JN0401,TK2057,11.54,Yellow,71,7,299,"[""TK2057"", ""TK2725""]",Semi-Automatic,2025-02-28 17:37:32.535001
SG3262,JN0792-JN0245,TK0048,71.94,Green,66,8,117,"[""TK0048"", ""TK0604""]",Manual,2025-05-23 17:37:32.536162
SG3263,JN0350-JN0100,TK1046,29.32,Red,129,9,248,"[""TK1046""]",Semi-Automatic,2025-03-01 17:37:32.536906
SG3264,JN0521-JN0736,TK1863,57.55,Red,84,7,143,"[""TK1863""]",Automatic,2025-05-13 17:37:32.537646
SG3265,JN0263-JN0540,TK1617,5.24,Green,64,7,199,"[""TK1617""]",Automatic,2025-09-16 17:37:32.538400
SG3266,JN0760-JN0502,TK1021,73.17,Yellow,178,12,112,"[""TK1021""]",Automatic,2025-08-05 17:37:32.539128
SG3267,JN0592-JN0146,TK1027,71.58,Yellow,93,10,260,"[""TK1027""]",Semi-Automatic,2025-04-30 17:37:32.539855
SG3268,JN0749-JN0427,TK2636,134.63,Red,137,11,133,"[""TK2636""]",Automatic,2025-01-11 17:37:32.540629
SG3269,JN0922-JN0567,TK1896,102.68,Green,155,6,288,"[""TK1896""]",Manual,2024-11-23 17:37:32.541362
SG3270,JN0157-JN0653,TK2940,73.73,Yellow,162,5,275,"[""TK2940"", ""TK1124"", ""TK0014""]",Semi-Automatic,2024-11-10 17:37:32.542510
SG3271,JN0412-JN0215,TK2928,30.37,Yellow,130,6,160,"[""TK2928""]",Manual,2025-01-15 17:37:32.543247
SG3272,JN0709-JN0618,TK2169,314.53,Yellow,135,5,241,"[""TK2169""]",Semi-Automatic,2025-07-05 17:37:32.543975
SG3273,JN0269-JN0903,TK0644,26.75,Red,89,7,103,"[""TK0644""]",Automatic,2024-12-13 17:37:32.544760
SG3274,JN0981-JN0183,TK2997,254.74,Yellow,82,9,231,"[""TK2997"", ""TK0071"", ""TK1924""]",Automatic,2024-09-23 17:37:32.545903
SG3275,JN0985-JN0009,TK2154,6.34,Red,178,11,126,"[""TK2154"", ""TK2253"", ""TK0269""]",Automatic,2025-04-28 17:37:32.547065
SG3276,JN0262-JN0487,TK0202,57.22,Yellow,97,13,235,"[""TK0202""]",Semi-Automatic,2025-03-17 17:37:32.547799
SG3277,JN0411-JN0070,TK1287,9.4,Red,161,9,131,"[""TK1287""]",Manual,2024-11-24 17:37:32.548598
SG3278,JN0193-JN0956,TK0169,41.5,Red,83,6,145,"[""TK0169""]",Semi-Automatic,2025-05-01 17:37:32.549350
SG3279,JN0834-JN0060,TK0524,154.42,Red,178,6,190,"[""TK0524""]",Automatic,2025-02-25 17:37:32.550092
SG3280,JN0771-JN0067,TK1822,9.92,Red,120,12,208,"[""TK1822""]",Automatic,2025-03-16 17:37:32.550830
SG3281,JN0337-JN0204,TK1355,81.81,Yellow,156,10,212,"[""TK1355""]",Semi-Automatic,2024-10-10 17:37:32.551562
SG3282,JN0428-JN0192,TK1785,204.85,Yellow,167,12,151,"[""TK1785""]",Manual,2025-03-08 17:37:32.552294
SG3283,JN0183-JN0272,TK1259,390.52,Red,125,13,247,"[""TK1259"", ""TK0246"", ""TK1806""]",Manual,2025-03-21 17:37:32.553450
SG3284,JN0236-JN0225,TK2287,28.19,Red,72,6,180,"[""TK2287"", ""TK0550""]",Manual,2024-11-03 17:37:32.554614
SG3285,JN0987-JN0524,TK2320,92.93,Red,157,13,119,"[""TK2320""]",Automatic,2025-05-20 17:37:32.555375
SG3286,JN0304-JN0901,TK0070,86.83,Yellow,124,10,110,"[""TK0070""]",Semi-Automatic,2025-07-03 17:37:32.556111
SG3287,JN0230-JN0831,TK0828,29.91,Green,142,9,280,"[""TK0828""]",Semi-Automatic,2025-01-04 17:37:32.556845
SG3288,JN0333-JN0330,TK1520,74.25,Red,66,12,225,"[""TK1520""]",Manual,2025-03-30 17:37:32.557581
SG3289,JN0308-JN0782,TK0853,64.74,Green,96,7,260,"[""TK0853""]",Automatic,2025-02-15 17:37:32.558313
SG3290,JN0791-JN0243,TK0748,23.85,Green,92,6,220,"[""TK0748""]",Automatic,2024-11-27 17:37:32.559045
SG3291,JN0603-JN0708,TK0739,89.22,Green,89,11,106,"[""TK0739""]",Semi-Automatic,2025-03-15 17:37:32.559769
SG3292,JN0178-JN0446,TK1812,44.74,Green,126,13,259,"[""TK1812""]",Semi-Automatic,2025-04-05 17:37:32.560498
SG3293,JN0522-JN0309,TK1284,157.37,Yellow,113,11,293,"[""TK1284""]",Manual,2024-12-26 17:37:32.561221
SG3294,JN0394-JN0985,TK2122,193.65,Green,176,6,232,"[""TK2122""]",Manual,2024-09-19 17:37:32.561943
SG3295,JN0928-JN0579,TK0460,197.85,Red,173,5,165,"[""TK0460""]",Automatic,2024-10-08 17:37:32.562671
SG3296,JN0286-JN0046,TK2357,71.58,Red,175,8,146,"[""TK2357""]",Semi-Automatic,2025-03-17 17:37:32.563393
SG3297,JN0178-JN0117,TK1562,140.96,Red,104,9,246,"[""TK1562"", ""TK0765"", ""TK2505""]",Automatic,2024-11-23 17:37:32.564529
SG3298,JN0040-JN0222,TK1414,46.01,Yellow,179,14,287,"[""TK1414""]",Automatic,2024-11-30 17:37:32.565260
SG3299,JN0351-JN0167,TK0381,38.82,Green,132,11,224,"[""TK0381""]",Automatic,2025-04-23 17:37:32.565987
SG3300,JN0756-JN0735,TK0196,223.53,Yellow,172,9,278,"[""TK0196""]",Automatic,2025-05-06 17:37:32.566715
SG3301,JN0015-JN0560,TK0138,66.15,Red,75,12,235,"[""TK0138""]",Manual,2025-06-26 17:37:32.567445
SG3302,JN0748-JN0192,TK2448,8.51,Red,141,13,212,"[""TK2448""]",Semi-Automatic,2024-10-22 17:37:32.568174
SG3303,JN0783-JN0546,TK1735,132.83,Green,140,7,208,"[""TK1735""]",Automatic,2024-11-05 17:37:32.568900
SG3304,JN0983-JN0576,TK0691,69.79,Red,76,11,241,"[""TK0691""]",Semi-Automatic,2025-07-26 17:37:32.569633
SG3305,JN0774-JN0909,TK2859,90.19,Green,168,9,127,"[""TK2859""]",Semi-Automatic,2024-10-02 17:37:32.570367
SG3306,JN0878-JN0787,TK0051,131.18,Green,62,13,242,"[""TK0051""]",Manual,2025-06-10 17:37:32.571090
SG3307,JN0218-JN0859,TK1647,324.27,Green,179,9,270,"[""TK1647"", ""TK0772"", ""TK1446""]",Automatic,2024-11-04 17:37:32.572221
SG3308,JN0308-JN0782,TK0853,57.07,Yellow,91,9,127,"[""TK0853""]",Manual,2025-03-18 17:37:32.572982
SG3309,JN0534-JN0278,TK2366,11.49,Red,106,12,230,"[""TK2366""]",Manual,2025-01-21 17:37:32.573784
SG3310,JN0206-JN0179,TK0489,91.22,Red,104,9,174,"[""TK0489""]",Semi-Automatic,2025-09-06 17:37:32.574581
SG3311,JN0056-JN0472,TK0203,246.91,Red,145,7,203,"[""TK0203"", ""TK0447"", ""TK2648""]",Manual,2025-08-07 17:37:32.575990
SG3312,JN0022-JN0833,TK2563,26.57,Yellow,159,6,135,"[""TK2563"", ""TK0456"", ""TK1074""]",Manual,2025-09-12 17:37:32.577236
SG3313,JN0545-JN0385,TK1799,37.82,Red,98,13,207,"[""TK1799""]",Manual,2025-01-07 17:37:32.578117
SG3314,JN0282-JN0424,TK1711,82.17,Green,169,8,133,"[""TK1711""]",Semi-Automatic,2025-06-17 17:37:32.579228
SG3315,JN0575-JN0433,TK1399,28.16,Red,139,5,262,"[""TK1399""]",Automatic,2025-02-16 17:37:32.580291
SG3316,JN0962-JN0365,TK2588,122.8,Red,66,12,127,"[""TK2588""]",Manual,2025-01-09 17:37:32.581301
SG3317,JN0774-JN0383,TK1326,2.76,Green,83,10,277,"[""TK1326""]",Semi-Automatic,2024-10-08 17:37:32.582505
SG3318,JN0045-JN0469,TK0216,111.28,Yellow,171,10,242,"[""TK0216""]",Automatic,2024-10-10 17:37:32.583318
SG3319,JN0776-JN0128,TK1354,189.96,Yellow,81,7,207,"[""TK1354"", ""TK0849""]",Semi-Automatic,2025-07-17 17:37:32.584577
SG3320,JN0551-JN0958,TK2593,100.0,Red,78,6,286,"[""TK2593""]",Automatic,2025-08-06 17:37:32.585394
SG3321,JN0683-JN0614,TK2419,426.53,Yellow,165,10,243,"[""TK2419"", ""TK1729""]",Automatic,2025-03-08 17:37:32.586686
SG3322,JN0715-JN0693,TK0731,143.55,Green,64,8,148,"[""TK0731""]",Manual,2025-03-06 17:37:32.587585
SG3323,JN0506-JN0978,TK1869,167.1,Red,152,10,119,"[""TK1869""]",Automatic,2025-05-09 17:37:32.588462
SG3324,JN0013-JN0351,TK2666,277.02,Green,111,11,140,"[""TK2666"", ""TK1862"", ""TK1463""]",Automatic,2025-04-03 17:37:32.589663
SG3325,JN0852-JN0511,TK0374,341.21,Green,84,13,225,"[""TK0374""]",Semi-Automatic,2025-08-25 17:37:32.590415
SG3326,JN0451-JN0309,TK0538,27.87,Green,67,14,150,"[""TK0538"", ""TK1611""]",Semi-Automatic,2025-04-15 17:37:32.591556
SG3327,JN0429-JN0523,TK2144,105.49,Yellow,147,12,129,"[""TK2144""]",Automatic,2025-01-24 17:37:32.592302
SG3328,JN0456-JN0534,TK0057,37.25,Green,74,11,155,"[""TK0057"", ""TK2839""]",Manual,2024-09-22 17:37:32.593452
SG3329,JN0016-JN0990,TK0144,13.25,Green,98,8,167,"[""TK0144""]",Semi-Automatic,2025-09-09 17:37:32.594194
SG3330,JN0646-JN0344,TK0309,305.61,Green,122,8,218,"[""TK0309"", ""TK0485"", ""TK0508""]",Manual,2025-07-29 17:37:32.595332
SG3331,JN0547-JN0080,TK1175,19.9,Yellow,172,10,210,"[""TK1175"", ""TK1312"", ""TK0912""]",Semi-Automatic,2024-10-24 17:37:32.596614
SG3332,JN0775-JN0734,TK1729,41.17,Yellow,93,13,123,"[""TK1729""]",Semi-Automatic,2025-01-15 17:37:32.597438
SG3333,JN0062-JN0444,TK1611,75.24,Yellow,157,12,254,"[""TK1611""]",Manual,2024-12-22 17:37:32.598215
SG3334,JN0684-JN0123,TK1624,253.62,Red,141,14,278,"[""TK1624"", ""TK2953""]",Automatic,2024-09-27 17:37:32.599406
SG3335,JN0301-JN0185,TK2622,434.37,Red,170,13,107,"[""TK2622"", ""TK0216"", ""TK2596""]",Semi-Automatic,2025-07-25 17:37:32.600629
SG3336,JN0715-JN0059,TK1436,39.92,Green,170,12,271,"[""TK1436"", ""TK0587"", ""TK2169""]",Manual,2025-06-01 17:37:32.601806
SG3337,JN0700-JN0600,TK1090,34.25,Green,157,11,250,"[""TK1090""]",Semi-Automatic,2025-03-14 17:37:32.602554
SG3338,JN0125-JN0054,TK2744,8.05,Yellow,108,14,137,"[""TK2744"", ""TK0601""]",Semi-Automatic,2025-04-02 17:37:32.603721
SG3339,JN0623-JN0666,TK2913,52.39,Green,158,12,247,"[""TK2913""]",Manual,2025-05-15 17:37:32.604467
SG3340,JN0681-JN0331,TK2275,13.47,Green,99,7,163,"[""TK2275""]",Semi-Automatic,2024-12-09 17:37:32.605227
SG3341,JN0458-JN0516,TK2624,63.11,Red,101,11,207,"[""TK2624"", ""TK0794"", ""TK1169""]",Automatic,2025-06-28 17:37:32.606392
SG3342,JN0041-JN0438,TK1179,29.15,Yellow,84,10,163,"[""TK1179"", ""TK0792"", ""TK1068""]",Semi-Automatic,2024-09-23 17:37:32.607599
SG3343,JN0540-JN0589,TK0147,186.64,Yellow,137,5,166,"[""TK0147""]",Manual,2024-11-24 17:37:32.608340
SG3344,JN0326-JN0549,TK1841,326.17,Yellow,66,14,217,"[""TK1841"", ""TK2061""]",Semi-Automatic,2025-04-17 17:37:32.609507
SG3345,JN0615-JN0992,TK1350,349.24,Red,156,6,218,"[""TK1350""]",Automatic,2024-12-30 17:37:32.610252
SG3346,JN0825-JN0461,TK1339,159.01,Green,167,7,170,"[""TK1339""]",Manual,2025-05-28 17:37:32.610990
SG3347,JN0650-JN0773,TK2629,8.88,Green,100,7,292,"[""TK2629""]",Automatic,2024-09-27 17:37:32.611725
SG3348,JN0948-JN0880,TK0629,118.92,Red,95,11,110,"[""TK0629""]",Automatic,2024-10-04 17:37:32.612459
SG3349,JN0160-JN0010,TK0269,158.48,Red,166,14,172,"[""TK0269""]",Manual,2025-04-10 17:37:32.613195
SG3350,JN0161-JN0258,TK0873,416.7,Green,86,12,122,"[""TK0873""]",Manual,2025-05-08 17:37:32.613933
SG3351,JN0527-JN0656,TK0024,67.85,Yellow,119,8,245,"[""TK0024""]",Automatic,2025-07-18 17:37:32.614671
SG3352,JN0393-JN0992,TK1807,468.72,Green,72,10,107,"[""TK1807""]",Semi-Automatic,2025-06-14 17:37:32.615440
SG3353,JN0938-JN0948,TK1223,122.82,Red,144,5,105,"[""TK1223""]",Manual,2025-04-08 17:37:32.616179
SG3354,JN0966-JN0100,TK0958,177.4,Green,113,8,111,"[""TK0958""]",Automatic,2025-04-06 17:37:32.616928
SG3355,JN0763-JN0790,TK1752,127.25,Red,173,9,245,"[""TK1752""]",Semi-Automatic,2025-06-18 17:37:32.617670
SG3356,JN0787-JN0100,TK2483,172.97,Green,157,10,182,"[""TK2483""]",Manual,2024-10-25 17:37:32.618409
SG3357,JN0192-JN0476,TK1292,51.7,Red,177,10,184,"[""TK1292""]",Semi-Automatic,2025-09-08 17:37:32.619143
SG3358,JN0418-JN0207,TK1289,27.7,Red,135,14,237,"[""TK1289""]",Manual,2025-05-08 17:37:32.619886
SG3359,JN0296-JN0513,TK0661,96.27,Red,175,8,142,"[""TK0661""]",Semi-Automatic,2025-04-29 17:37:32.620624
SG3360,JN0936-JN0831,TK2265,181.2,Green,168,10,265,"[""TK2265"", ""TK0840"", ""TK2700""]",Automatic,2024-11-16 17:37:32.621783
SG3361,JN0021-JN0347,TK0756,21.38,Red,113,6,246,"[""TK0756""]",Automatic,2024-11-25 17:37:32.622637
SG3362,JN0629-JN0965,TK0745,43.63,Red,87,14,137,"[""TK0745""]",Semi-Automatic,2025-02-10 17:37:32.623397
SG3363,JN0244-JN0762,TK1640,23.52,Green,60,8,179,"[""TK1640"", ""TK2030"", ""TK0081""]",Semi-Automatic,2024-12-20 17:37:32.624567
SG3364,JN0971-JN0098,TK0672,187.83,Red,77,8,176,"[""TK0672""]",Manual,2025-02-07 17:37:32.625316
SG3365,JN0314-JN0546,TK0228,141.27,Green,164,8,152,"[""TK0228""]",Automatic,2025-02-03 17:37:32.626088
SG3366,JN0376-JN0006,TK2530,57.1,Green,174,10,261,"[""TK2530""]",Automatic,2025-07-22 17:37:32.626824
SG3367,JN0824-JN0065,TK0292,441.84,Yellow,83,11,154,"[""TK0292""]",Manual,2024-09-29 17:37:32.627569
SG3368,JN0958-JN0990,TK2835,6.06,Yellow,96,13,112,"[""TK2835"", ""TK2278""]",Manual,2024-11-25 17:37:32.628738
SG3369,JN0526-JN0355,TK0115,145.96,Green,71,6,261,"[""TK0115""]",Semi-Automatic,2025-02-25 17:37:32.629489
SG3370,JN0643-JN0023,TK0141,10.97,Green,108,8,164,"[""TK0141""]",Automatic,2025-06-13 17:37:32.630262
SG3371,JN0970-JN0030,TK1490,57.59,Red,130,10,292,"[""TK1490"", ""TK1626""]",Manual,2025-02-09 17:37:32.631428
SG3372,JN0727-JN0547,TK2313,211.86,Yellow,99,8,288,"[""TK2313""]",Automatic,2024-11-07 17:37:32.632181
SG3373,JN0244-JN0762,TK1640,16.76,Red,157,8,123,"[""TK1640"", ""TK0256""]",Manual,2025-06-30 17:37:32.633406
SG3374,JN0085-JN0812,TK1320,29.25,Green,111,13,283,"[""TK1320""]",Automatic,2024-10-11 17:37:32.634174
SG3375,JN0544-JN0529,TK0616,41.49,Yellow,179,10,194,"[""TK0616""]",Semi-Automatic,2025-06-14 17:37:32.634929
SG3376,JN0107-JN0313,TK1469,97.51,Yellow,120,12,232,"[""TK1469""]",Semi-Automatic,2025-07-11 17:37:32.635675
SG3377,JN0582-JN0385,TK1405,23.59,Red,137,7,188,"[""TK1405""]",Automatic,2024-10-05 17:37:32.636418
SG3378,JN0109-JN0463,TK0833,324.49,Red,86,5,152,"[""TK0833""]",Semi-Automatic,2024-10-29 17:37:32.637162
SG3379,JN0828-JN0156,TK1680,21.03,Red,132,9,96,"[""TK1680"", ""TK2639"", ""TK2470""]",Semi-Automatic,2025-01-25 17:37:32.638445
SG3380,JN0141-JN0152,TK2023,249.03,Red,144,10,229,"[""TK2023""]",Semi-Automatic,2025-04-25 17:37:32.639209
SG3381,JN0019-JN0602,TK2731,150.66,Red,134,8,254,"[""TK2731""]",Semi-Automatic,2025-09-08 17:37:32.639943
SG3382,JN0118-JN0005,TK0504,389.61,Red,159,5,167,"[""TK0504""]",Semi-Automatic,2024-11-09 17:37:32.640670
SG3383,JN0631-JN0479,TK1558,54.81,Green,128,11,287,"[""TK1558""]",Semi-Automatic,2024-11-15 17:37:32.641392
SG3384,JN0576-JN0853,TK2258,131.99,Green,82,8,95,"[""TK2258"", ""TK1948"", ""TK0955""]",Semi-Automatic,2025-07-29 17:37:32.642514
SG3385,JN0243-JN0364,TK2721,145.93,Red,126,5,145,"[""TK2721""]",Manual,2025-04-22 17:37:32.643242
SG3386,JN0758-JN0698,TK2317,319.53,Red,111,12,223,"[""TK2317""]",Semi-Automatic,2025-03-08 17:37:32.643957
SG3387,JN0141-JN0631,TK2757,8.4,Red,117,5,270,"[""TK2757""]",Automatic,2025-04-07 17:37:32.644696
SG3388,JN0769-JN0680,TK1133,266.5,Red,148,11,99,"[""TK1133""]",Semi-Automatic,2025-03-21 17:37:32.645413
SG3389,JN0372-JN0862,TK0435,7.55,Red,128,10,137,"[""TK0435"", ""TK0367""]",Semi-Automatic,2025-06-20 17:37:32.646554
SG3390,JN0393-JN0992,TK1807,90.14,Red,112,11,131,"[""TK1807""]",Manual,2025-08-29 17:37:32.647283
SG3391,JN0434-JN0166,TK2134,179.87,Green,146,7,104,"[""TK2134""]",Semi-Automatic,2025-05-31 17:37:32.648005
SG3392,JN0061-JN0168,TK1052,155.64,Yellow,75,14,205,"[""TK1052""]",Automatic,2025-01-29 17:37:32.648721
SG3393,JN0795-JN0356,TK0305,9.55,Red,77,10,173,"[""TK0305""]",Semi-Automatic,2025-01-05 17:37:32.649540
SG3394,JN0606-JN0575,TK0156,251.41,Red,98,6,120,"[""TK0156"", ""TK2870"", ""TK2581""]",Manual,2024-12-29 17:37:32.650711
SG3395,JN0279-JN0756,TK0193,40.32,Yellow,61,7,115,"[""TK0193""]",Automatic,2025-02-01 17:37:32.651454
SG3396,JN0680-JN0854,TK0520,22.24,Red,113,5,265,"[""TK0520""]",Automatic,2025-04-17 17:37:32.652185
SG3397,JN0971-JN0502,TK1825,20.22,Yellow,102,9,230,"[""TK1825"", ""TK1500"", ""TK2765""]",Semi-Automatic,2025-05-19 17:37:32.653317
SG3398,JN0907-JN0605,TK0961,164.14,Red,177,12,288,"[""TK0961""]",Automatic,2025-07-26 17:37:32.654190
SG3399,JN0115-JN0577,TK2074,252.01,Red,113,6,261,"[""TK2074""]",Automatic,2024-10-07 17:37:32.655078
SG3400,JN0740-JN0990,TK2012,390.91,Green,161,11,225,"[""TK2012""]",Manual,2025-06-11 17:37:32.655932
SG3401,JN0304-JN0624,TK0042,384.24,Red,71,12,122,"[""TK0042""]",Manual,2025-07-16 17:37:32.656768
SG3402,JN0153-JN0980,TK1170,463.44,Red,69,6,191,"[""TK1170""]",Semi-Automatic,2025-04-28 17:37:32.657505
SG3403,JN0167-JN0376,TK0650,345.22,Red,71,10,254,"[""TK0650"", ""TK0008""]",Manual,2024-12-28 17:37:32.658650
SG3404,JN0499-JN0276,TK0636,334.8,Green,137,11,172,"[""TK0636""]",Manual,2024-10-23 17:37:32.659378
SG3405,JN0101-JN0624,TK2105,1.14,Yellow,84,8,252,"[""TK2105""]",Manual,2025-06-12 17:37:32.660115
SG3406,JN0006-JN0578,TK2937,5.9,Green,112,9,133,"[""TK2937"", ""TK0474"", ""TK1895""]",Manual,2025-02-23 17:37:32.661260
SG3407,JN0833-JN0763,TK2855,99.8,Red,161,9,175,"[""TK2855"", ""TK2699"", ""TK0911""]",Automatic,2025-08-24 17:37:32.662394
SG3408,JN0004-JN0630,TK0194,28.71,Yellow,68,6,174,"[""TK0194""]",Manual,2025-02-06 17:37:32.663134
SG3409,JN0865-JN0485,TK0281,83.44,Yellow,127,6,146,"[""TK0281""]",Manual,2025-04-07 17:37:32.663857
SG3410,JN0114-JN0032,TK1654,17.86,Yellow,75,9,112,"[""TK1654""]",Automatic,2024-11-17 17:37:32.664582
SG3411,JN0714-JN0030,TK2047,355.88,Yellow,169,9,203,"[""TK2047"", ""TK1710"", ""TK1717""]",Semi-Automatic,2025-08-25 17:37:32.665712
SG3412,JN0853-JN0747,TK0509,95.79,Green,150,13,286,"[""TK0509""]",Semi-Automatic,2025-08-16 17:37:32.666504
SG3413,JN0538-JN0972,TK1501,18.28,Green,73,9,260,"[""TK1501""]",Manual,2025-07-21 17:37:32.667235
SG3414,JN0253-JN0017,TK2351,9.0,Red,159,7,145,"[""TK2351"", ""TK1964"", ""TK0073""]",Manual,2025-01-27 17:37:32.668377
SG3415,JN0183-JN0272,TK1259,187.06,Red,87,9,112,"[""TK1259"", ""TK1791""]",Manual,2025-08-07 17:37:32.669533
SG3416,JN0366-JN0153,TK0952,135.01,Yellow,150,5,196,"[""TK0952""]",Manual,2025-06-01 17:37:32.670266
SG3417,JN0304-JN0967,TK0261,402.45,Red,61,12,156,"[""TK0261""]",Semi-Automatic,2025-08-06 17:37:32.670995
SG3418,JN0340-JN0121,TK1261,67.81,Red,77,11,179,"[""TK1261""]",Semi-Automatic,2024-12-17 17:37:32.671735
SG3419,JN0854-JN0448,TK1113,33.59,Yellow,89,12,141,"[""TK1113""]",Manual,2025-09-06 17:37:32.672459
SG3420,JN0703-JN0199,TK0726,357.62,Yellow,125,8,277,"[""TK0726""]",Semi-Automatic,2025-01-03 17:37:32.673179
SG3421,JN0406-JN0776,TK0993,118.49,Green,73,13,229,"[""TK0993""]",Manual,2025-08-16 17:37:32.673901
SG3422,JN0455-JN0565,TK2536,49.74,Green,63,13,108,"[""TK2536""]",Manual,2025-03-07 17:37:32.674624
SG3423,JN0791-JN0836,TK2107,190.46,Red,170,8,211,"[""TK2107"", ""TK2802"", ""TK0672""]",Manual,2025-08-29 17:37:32.675816
SG3424,JN0641-JN0802,TK1417,132.15,Red,108,10,289,"[""TK1417""]",Manual,2024-11-12 17:37:32.676610
SG3425,JN0707-JN0393,TK2748,262.41,Yellow,146,5,100,"[""TK2748"", ""TK2720"", ""TK0106""]",Manual,2025-07-08 17:37:32.677748
SG3426,JN0031-JN0975,TK2838,6.47,Yellow,71,12,91,"[""TK2838""]",Manual,2025-02-04 17:37:32.678480
SG3427,JN0504-JN0744,TK0341,395.51,Yellow,120,7,164,"[""TK0341"", ""TK0537""]",Automatic,2025-09-01 17:37:32.679664
SG3428,JN0857-JN0497,TK2710,6.58,Yellow,159,6,255,"[""TK2710""]",Semi-Automatic,2024-11-20 17:37:32.680468
SG3429,JN0308-JN0782,TK0853,55.07,Red,137,8,215,"[""TK0853"", ""TK2612""]",Manual,2025-05-12 17:37:32.681625
SG3430,JN0128-JN0817,TK0859,201.12,Red,171,12,171,"[""TK0859""]",Automatic,2024-12-12 17:37:32.682368
SG3431,JN0887-JN0263,TK2724,40.38,Yellow,135,12,192,"[""TK2724"", ""TK1776""]",Semi-Automatic,2024-10-31 17:37:32.683508
SG3432,JN0594-JN0329,TK1365,18.07,Yellow,169,10,232,"[""TK1365""]",Manual,2025-07-07 17:37:32.684243
SG3433,JN0793-JN0679,TK2181,132.04,Green,115,7,194,"[""TK2181"", ""TK1556"", ""TK2300""]",Manual,2025-02-20 17:37:32.685375
SG3434,JN0065-JN0419,TK2963,103.5,Green,157,12,258,"[""TK2963""]",Semi-Automatic,2025-07-17 17:37:32.686179
SG3435,JN0696-JN0655,TK0175,193.9,Red,98,14,204,"[""TK0175"", ""TK0771""]",Automatic,2025-05-23 17:37:32.687328
SG3436,JN0890-JN0955,TK0969,12.41,Red,134,7,146,"[""TK0969"", ""TK0785""]",Automatic,2025-03-11 17:37:32.688469
SG3437,JN0407-JN0968,TK0592,13.5,Green,129,8,238,"[""TK0592""]",Automatic,2025-03-29 17:37:32.689201
SG3438,JN0947-JN0764,TK2659,80.63,Green,91,12,113,"[""TK2659"", ""TK2037""]",Automatic,2025-06-27 17:37:32.690358
